image_id,file_name,seed_category,pang_candidate,scope,wat,license,author,width,height,url,thumb_url,sha1
File:หลวงพ่อนอนหงาย วัดราชคฤห์ Tuning up Buddha of Wat Ratchakrueh.jpg,หลวงพ่อนอนหงาย วัดราชคฤห์ Tuning up Buddha of Wat Ratchakrueh.jpg,Statues of the Buddha reclining in Thailand,saiyat,thailand,วัดราชคฤห์,CC BY-SA 3.0,กสิณธร ราชโอรส,2048,1536,https://upload.wikimedia.org/wikipedia/commons/a/a1/%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%AD%E0%B8%99%E0%B8%AB%E0%B8%87%E0%B8%B2%E0%B8%A2_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%84%E0%B8%A4%E0%B8%AB%E0%B9%8C_Tuning_up_Buddha_of_Wat_Ratchakrueh.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%AD%E0%B8%99%E0%B8%AB%E0%B8%87%E0%B8%B2%E0%B8%A2%20%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%84%E0%B8%A4%E0%B8%AB%E0%B9%8C%20Tuning%20up%20Buddha%20of%20Wat%20Ratchakrueh.jpg,19a0385ef5f1d063c9939560de81efa8e9b27315
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 01.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 01.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/3/37/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_01.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2001.jpg,1dab391db42d6282ea483c23d3f7123b8b568779
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 02.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 02.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/5/52/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_02.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2002.jpg,b7f5e1e495a234f59074bfa1c0b4ab8e5a7fe2d4
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 03.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 03.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/8/81/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_03.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2003.jpg,c27f4f5d697e09bfd9506360824f1cd2b5bd83f8
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 04.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 04.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/0/0e/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_04.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2004.jpg,466180f0b4c43357ab7a711c90721dff54353d62
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 05.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 05.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/8/80/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_05.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2005.jpg,a50f75720a453ff97cd46cbeaf144c8f7be77930
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 06.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 06.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/6/65/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_06.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2006.jpg,4894a7693f8e1bd2277c5c46be251aa93248888a
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 07.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 07.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/0/02/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_07.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2007.jpg,8ce0f36d21eb2cbd8a1458e07763a141a08be113
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 08.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 08.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/5/50/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_08.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2008.jpg,da5bbadccc27b6755b7304b3d75fb7ba1a5e981c
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 09.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 09.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/c/cd/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_09.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2009.jpg,0f4b3325d322644d37091a7e1f9e64cd0ab8aa88
File:ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 10.jpg,ถ้ำหลวงพ่อปู่ใหญ่ (พุหางนาค) (2016) - img 10.jpg,Luang Pho Pu Yai Cave,saiyat,thailand,,CC BY 4.0,Chainwit.,5312,2988,https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29_%282016%29_-_img_10.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%96%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%28%E0%B8%9E%E0%B8%B8%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%29%20%282016%29%20-%20img%2010.jpg,764b1615c300e206b67e41f4cdcc9332f0e6a2f1
File:Reclining Budda (16918533514).jpg,Reclining Budda (16918533514).jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY 2.0,Benjamin Smith from United States,9533,1947,https://upload.wikimedia.org/wikipedia/commons/a/a6/Reclining_Budda_%2816918533514%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Reclining%20Budda%20%2816918533514%29.jpg,8f9ae302fe26fd4affc22d796db9dc23499e0e38
File:พระไสยา Reclining Buddha of Wat Bowonniwet.jpg,พระไสยา Reclining Buddha of Wat Bowonniwet.jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY-SA 3.0,กสิณธร ราชโอรส,960,720,https://upload.wikimedia.org/wikipedia/commons/e/ed/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%84%E0%B8%AA%E0%B8%A2%E0%B8%B2_Reclining_Buddha_of_Wat_Bowonniwet.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%84%E0%B8%AA%E0%B8%A2%E0%B8%B2%20Reclining%20Buddha%20of%20Wat%20Bowonniwet.jpg,c92668da6ed64d3ff49e7a067ede6fabedd5d808
File:พระไสยา.jpg,พระไสยา.jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY-SA 3.0,กสิณธร ราชโอรส,960,720,https://upload.wikimedia.org/wikipedia/commons/8/8e/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%84%E0%B8%AA%E0%B8%A2%E0%B8%B2.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%84%E0%B8%AA%E0%B8%A2%E0%B8%B2.jpg,9cdf4040a96a9111df0217b11a252396bb0aa7ca
File:วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (37).jpg,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (37).jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY-SA 4.0,กสิณธร ราชโอรส,4320,3240,https://upload.wikimedia.org/wikipedia/commons/7/79/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2837%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%20%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%20%2837%29.jpg,1978db7b2b8a97aba7e986f6babdf2ca42cd0044
File:วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (38).jpg,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (38).jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY-SA 4.0,กสิณธร ราชโอรส,4320,3240,https://upload.wikimedia.org/wikipedia/commons/8/8a/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2838%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%20%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%20%2838%29.jpg,f14d08e2389f301f6a15910a0a9ae4e1ebfc8c77
File:วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (39).jpg,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (39).jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY-SA 4.0,กสิณธร ราชโอรส,4320,3240,https://upload.wikimedia.org/wikipedia/commons/c/ce/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2839%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%20%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%20%2839%29.jpg,9b90ecfeea1de96bd15db74089ee7ee780423f01
File:วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (40).jpg,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (40).jpg,Reclining Buddha of Wat Bowonniwet,saiyat,thailand,Wat Bowonniwet,CC BY-SA 4.0,กสิณธร ราชโอรส,4175,3085,https://upload.wikimedia.org/wikipedia/commons/4/4d/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2840%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%20%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%20%2840%29.jpg,b50f7de295fe1c481d1a1eddc2fe59a168dd3e18
